organization,identity,purpose,issued_in,ca_root,ca_root_sha256,issuer,subject,serial_hex,aki_hex,ski_hex,san,key_usage,extended_key_usage,not_before_utc,not_after_utc,cert_sha256,public_key_sha256,supply_user_id,supply_role,cert_path,cert_owner_uid_gid,cert_mode,key_owner_uid_gid,key_mode,identity_dir_mode,key_matches_cert,local_root_copy,chain_verifies
orderer,orderer-admin1,organization admin ECert,M1 #10,orderer-enroll-ca,92:AF:32:37:B4:E9:81:A0:89:69:13:A6:C7:57:BB:E3:C9:C6:CC:28:6A:CF:1B:25:52:BD:A0:C0:6D:23:DF:A4,"CN=orderer-enroll-ca,OU=orderer enroll CA,O=SupplyLedger Lab,C=CN","CN=orderer-admin1,OU=admin,O=Hyperledger,ST=North Carolina,C=US",4324FCE62CE23D50E3ED79DF5CA2484ACF599B6D,4F:9C:63:1E:C5:D6:3C:F6:1B:DE:40:FB:DD:41:F3:49:AC:12:0E:54,81:98:5C:28:CF:ED:09:37:4E:78:50:44:C6:95:BD:5B:4A:5D:C1:CA,DNS:f99c61d966f6,Digital Signature,ABSENT,2026-09-24 12:30:00Z,2027-09-24 13:36:00Z,23:8F:9D:20:24:26:F1:51:E0:A0:1D:55:26:8C:E7:01:43:FC:DE:F6:BA:64:63:6F:81:F1:76:2E:95:5C:9A:DF,62bbbe701402cf3307c67a730ef2096622e971f1d55baffa4b69988915f0e92d,,,.runtime/identities/orderer/orderer-admin1/msp/signcerts/cert.pem,501:20,0644,501:20,0600,0700,PASS,PASS,PASS
orderer,orderer0,Orderer node ECert,M1 #10,orderer-enroll-ca,92:AF:32:37:B4:E9:81:A0:89:69:13:A6:C7:57:BB:E3:C9:C6:CC:28:6A:CF:1B:25:52:BD:A0:C0:6D:23:DF:A4,"CN=orderer-enroll-ca,OU=orderer enroll CA,O=SupplyLedger Lab,C=CN","CN=orderer0,OU=orderer,O=Hyperledger,ST=North Carolina,C=US",30E959D8426A163AC5A4B7993F2224831EB41693,4F:9C:63:1E:C5:D6:3C:F6:1B:DE:40:FB:DD:41:F3:49:AC:12:0E:54,BA:28:0C:D2:47:B7:65:2E:06:1A:02:F8:2F:42:47:55:DC:31:BB:04,DNS:c989f9302f34,Digital Signature,ABSENT,2026-09-24 12:30:00Z,2027-09-24 13:37:00Z,74:F8:44:9D:79:B4:FB:C8:D3:DF:70:BF:D4:36:5D:7E:D9:E0:B5:01:8E:88:13:43:13:D1:12:CB:D0:4C:CD:0C,54bd708cea1f93c1deb87e7977050fde42c52678e4026ce7e47255f2ab197256,,,.runtime/identities/orderer/orderer0/msp/signcerts/cert.pem,501:20,0644,501:20,0600,0700,PASS,PASS,PASS
orderer,orderer0-admin-server-tls,Orderer admin HTTPS server,M1 #10,orderer-tls-ca,25:D0:A6:EF:0B:CF:77:F1:E7:FF:85:85:70:8D:88:3F:79:CC:CA:81:FE:86:6A:AB:D9:13:E8:49:B7:D0:36:D4,"CN=orderer-tls-ca,OU=orderer tls CA,O=SupplyLedger Lab,C=CN","CN=orderer0-admin-server-tls,OU=orderer,O=Hyperledger,ST=North Carolina,C=US",64043A1AD2D6AAEDEA9637FABF2FAF0EC01D34D9,8C:71:0C:43:20:23:B8:C9:82:B7:46:4D:2D:B6:02:6D:1B:D7:5F:7D,58:F1:58:7F:34:63:96:B8:1D:5B:94:78:BE:FB:1C:1D:1E:6E:94:31,DNS:orderer0.orderer.supply.test,"Digital Signature, Key Encipherment, Key Agreement","TLS Web Server Authentication, TLS Web Client Authentication",2026-09-24 12:20:00Z,2027-09-24 13:41:00Z,10:3F:9B:11:70:B1:23:5B:D2:C5:1F:DF:EE:79:4F:0E:94:EF:24:5E:72:EB:B5:BD:ED:58:E9:E2:F8:4A:FA:43,156f0e7e9f95dca67b7ea611cd117f945f4695bda34a2a4e00b3ea3a2219b556,,,.runtime/identities/orderer/orderer0-admin-server-tls/msp/signcerts/cert.pem,501:20,0644,501:20,0600,0700,PASS,PASS,PASS
orderer,orderer0-tls,Orderer TLS node,M1 #10,orderer-tls-ca,25:D0:A6:EF:0B:CF:77:F1:E7:FF:85:85:70:8D:88:3F:79:CC:CA:81:FE:86:6A:AB:D9:13:E8:49:B7:D0:36:D4,"CN=orderer-tls-ca,OU=orderer tls CA,O=SupplyLedger Lab,C=CN","CN=orderer0-tls,OU=orderer,O=Hyperledger,ST=North Carolina,C=US",4371274578BE5D23B215C58F28A3ACB3BFBC1C3A,8C:71:0C:43:20:23:B8:C9:82:B7:46:4D:2D:B6:02:6D:1B:D7:5F:7D,0E:CB:81:12:40:3D:B9:AB:D6:4B:DF:47:C8:94:15:C6:FF:D2:24:CB,DNS:orderer0.orderer.supply.test,"Digital Signature, Key Encipherment, Key Agreement","TLS Web Server Authentication, TLS Web Client Authentication",2026-09-24 12:20:00Z,2027-09-24 13:39:00Z,0D:3B:10:B0:08:4A:30:5E:F2:85:8B:AA:00:42:93:42:A7:CC:08:00:8F:F1:41:CE:35:A2:DD:42:F1:C9:FB:97,5a616030890924236dbf134c90f6685dd1bcd690b9ff04035cf0041fb06d57dc,,,.runtime/identities/orderer/orderer0-tls/msp/signcerts/cert.pem,501:20,0644,501:20,0600,0700,PASS,PASS,PASS
orderer,orderer1,Orderer node ECert,M1 #10,orderer-enroll-ca,92:AF:32:37:B4:E9:81:A0:89:69:13:A6:C7:57:BB:E3:C9:C6:CC:28:6A:CF:1B:25:52:BD:A0:C0:6D:23:DF:A4,"CN=orderer-enroll-ca,OU=orderer enroll CA,O=SupplyLedger Lab,C=CN","CN=orderer1,OU=orderer,O=Hyperledger,ST=North Carolina,C=US",522786813882461ADD395A3972418C4B6C39CE42,4F:9C:63:1E:C5:D6:3C:F6:1B:DE:40:FB:DD:41:F3:49:AC:12:0E:54,9F:9C:B8:D0:AB:BB:46:CD:3D:22:2D:B3:C7:EF:D4:52:EA:C2:B2:28,DNS:5328e2afa202,Digital Signature,ABSENT,2026-09-24 12:30:00Z,2027-09-24 13:37:00Z,C6:AE:55:75:E9:9D:F5:25:E9:B6:6C:CC:F6:73:7B:85:33:1F:B3:A0:A4:C7:5F:5D:13:D6:7D:07:80:60:0A:F6,ef4f8f730b7670b9a7648b5548a47f3a464c2e7962a48cd66cf6375fa97013a8,,,.runtime/identities/orderer/orderer1/msp/signcerts/cert.pem,501:20,0644,501:20,0600,0700,PASS,PASS,PASS
orderer,orderer1-admin-server-tls,Orderer admin HTTPS server,M1 #10,orderer-tls-ca,25:D0:A6:EF:0B:CF:77:F1:E7:FF:85:85:70:8D:88:3F:79:CC:CA:81:FE:86:6A:AB:D9:13:E8:49:B7:D0:36:D4,"CN=orderer-tls-ca,OU=orderer tls CA,O=SupplyLedger Lab,C=CN","CN=orderer1-admin-server-tls,OU=orderer,O=Hyperledger,ST=North Carolina,C=US",0E3F5CD9B502FD6291DA914A8615DBE19EC18A1F,8C:71:0C:43:20:23:B8:C9:82:B7:46:4D:2D:B6:02:6D:1B:D7:5F:7D,81:AF:DB:D3:9B:F0:35:ED:99:BB:3A:07:52:93:05:6E:4A:B5:8C:16,DNS:orderer1.orderer.supply.test,"Digital Signature, Key Encipherment, Key Agreement","TLS Web Server Authentication, TLS Web Client Authentication",2026-09-24 12:20:00Z,2027-09-24 13:42:00Z,76:78:1C:F2:8B:CA:55:1C:D0:75:7B:EE:26:F0:30:0D:2F:A9:68:2C:19:FB:FB:1A:84:04:60:7F:0B:C4:C6:0D,bbf97221bba6b6848574d2f11ad5799c034d54a9897d73fec97ebfc55b9b0299,,,.runtime/identities/orderer/orderer1-admin-server-tls/msp/signcerts/cert.pem,501:20,0644,501:20,0600,0700,PASS,PASS,PASS
orderer,orderer1-tls,Orderer TLS node,M1 #10,orderer-tls-ca,25:D0:A6:EF:0B:CF:77:F1:E7:FF:85:85:70:8D:88:3F:79:CC:CA:81:FE:86:6A:AB:D9:13:E8:49:B7:D0:36:D4,"CN=orderer-tls-ca,OU=orderer tls CA,O=SupplyLedger Lab,C=CN","CN=orderer1-tls,OU=orderer,O=Hyperledger,ST=North Carolina,C=US",38E22DB4CF0721B1D31468ED6F80903EB9730B24,8C:71:0C:43:20:23:B8:C9:82:B7:46:4D:2D:B6:02:6D:1B:D7:5F:7D,D5:E6:9F:A7:3E:68:F3:02:23:14:D4:86:A1:0D:26:3F:C0:E1:13:C4,DNS:orderer1.orderer.supply.test,"Digital Signature, Key Encipherment, Key Agreement","TLS Web Server Authentication, TLS Web Client Authentication",2026-09-24 12:20:00Z,2027-09-24 13:40:00Z,F6:B8:D5:45:52:EC:31:E4:D5:D8:79:C2:FD:BD:F9:39:02:23:3C:C8:E3:1D:77:62:8B:5B:26:53:79:C1:76:AD,b95322c93b2993e30ba49a49fec360315527dfcd3fb3d44a5cf4040812c778b4,,,.runtime/identities/orderer/orderer1-tls/msp/signcerts/cert.pem,501:20,0644,501:20,0600,0700,PASS,PASS,PASS
orderer,orderer2,Orderer node ECert,M1 #10,orderer-enroll-ca,92:AF:32:37:B4:E9:81:A0:89:69:13:A6:C7:57:BB:E3:C9:C6:CC:28:6A:CF:1B:25:52:BD:A0:C0:6D:23:DF:A4,"CN=orderer-enroll-ca,OU=orderer enroll CA,O=SupplyLedger Lab,C=CN","CN=orderer2,OU=orderer,O=Hyperledger,ST=North Carolina,C=US",62CEAFB0572C68285E84E4664524F32265BBE290,4F:9C:63:1E:C5:D6:3C:F6:1B:DE:40:FB:DD:41:F3:49:AC:12:0E:54,7D:E3:A4:B0:EC:DF:48:5E:1A:40:8D:EE:C2:4D:BC:02:F3:16:04:47,DNS:bfe2d27760f4,Digital Signature,ABSENT,2026-09-24 12:30:00Z,2027-09-24 13:38:00Z,34:E6:0B:79:64:62:2E:FD:65:04:A6:B0:82:BC:8C:E9:C6:00:85:80:22:6E:4C:1F:8E:4A:44:A2:9D:CE:AF:16,90989cfe6b9e4f34ccc3d9e1c1015979ed7daef95d32f475e51e5d0d7b7c5a3f,,,.runtime/identities/orderer/orderer2/msp/signcerts/cert.pem,501:20,0644,501:20,0600,0700,PASS,PASS,PASS
orderer,orderer2-admin-server-tls,Orderer admin HTTPS server,M1 #10,orderer-tls-ca,25:D0:A6:EF:0B:CF:77:F1:E7:FF:85:85:70:8D:88:3F:79:CC:CA:81:FE:86:6A:AB:D9:13:E8:49:B7:D0:36:D4,"CN=orderer-tls-ca,OU=orderer tls CA,O=SupplyLedger Lab,C=CN","CN=orderer2-admin-server-tls,OU=orderer,O=Hyperledger,ST=North Carolina,C=US",1448FAF98B905D30FF9ADF2C1EADE0A3B7ADCE40,8C:71:0C:43:20:23:B8:C9:82:B7:46:4D:2D:B6:02:6D:1B:D7:5F:7D,04:A9:7E:C0:B4:90:8C:D0:58:16:41:7D:C2:FB:D7:9E:05:7B:C2:5A,DNS:orderer2.orderer.supply.test,"Digital Signature, Key Encipherment, Key Agreement","TLS Web Server Authentication, TLS Web Client Authentication",2026-09-24 12:20:00Z,2027-09-24 13:42:00Z,69:BD:4D:8E:42:31:B1:F9:32:9C:5B:B5:5A:AF:88:DB:2F:46:DA:EA:B1:BD:7A:87:9B:AC:77:DF:0D:62:57:7C,f57ed3aad131f5e688e836bf8d6534febf46e11b40396602ffaaca783b0a823d,,,.runtime/identities/orderer/orderer2-admin-server-tls/msp/signcerts/cert.pem,501:20,0644,501:20,0600,0700,PASS,PASS,PASS
orderer,orderer2-tls,Orderer TLS node,M1 #10,orderer-tls-ca,25:D0:A6:EF:0B:CF:77:F1:E7:FF:85:85:70:8D:88:3F:79:CC:CA:81:FE:86:6A:AB:D9:13:E8:49:B7:D0:36:D4,"CN=orderer-tls-ca,OU=orderer tls CA,O=SupplyLedger Lab,C=CN","CN=orderer2-tls,OU=orderer,O=Hyperledger,ST=North Carolina,C=US",066EEE2857BF4B8145786ED91969CACBC7A4F61D,8C:71:0C:43:20:23:B8:C9:82:B7:46:4D:2D:B6:02:6D:1B:D7:5F:7D,E4:5B:E7:34:3F:74:14:64:49:B6:CB:43:FB:E4:2C:E1:7B:96:2D:1C,DNS:orderer2.orderer.supply.test,"Digital Signature, Key Encipherment, Key Agreement","TLS Web Server Authentication, TLS Web Client Authentication",2026-09-24 12:20:00Z,2027-09-24 13:40:00Z,99:C3:1B:D9:A2:3F:20:DA:13:CE:51:C5:AC:A4:BE:C3:32:31:76:84:FF:02:3E:3C:41:30:48:9F:8D:DA:22:84,7b2159f843b4b86b381766d8cabeadf38b3ae14a56b66c8d8540d4d33b99f3bf,,,.runtime/identities/orderer/orderer2-tls/msp/signcerts/cert.pem,501:20,0644,501:20,0600,0700,PASS,PASS,PASS
orderer,osnadmin-client1-tls,Orderer admin mTLS client,M1 #10,orderer-admin-tls-ca,71:CE:E5:B9:8D:F4:A0:13:49:22:38:4D:C9:12:C5:C8:E6:F4:CC:F7:83:B5:DC:05:FB:80:E6:FF:76:DF:6B:72,"CN=orderer-admin-tls-ca,OU=orderer admin-tls CA,O=SupplyLedger Lab,C=CN","CN=osnadmin-client1-tls,OU=client,O=Hyperledger,ST=North Carolina,C=US",599ECD3A3AE546E80B6E2D0F7222072E7CD21188,E4:41:2A:9B:CC:53:85:8A:44:E4:02:92:A6:D3:9D:2B:3A:CE:8B:36,6A:9B:A9:B8:FA:7F:B8:F9:99:ED:1F:DA:3F:5C:9A:B7:DB:A2:2D:A2,DNS:osnadmin-client1.orderer.supply.test,"Digital Signature, Key Encipherment, Key Agreement","TLS Web Server Authentication, TLS Web Client Authentication",2026-09-24 12:27:00Z,2027-09-24 13:43:00Z,88:4F:48:6E:83:8D:E6:CC:74:19:CB:86:2D:AC:61:D7:4A:29:B4:62:B4:20:F4:F3:F1:4F:9C:AE:30:FC:23:C1,afaa9623e8363b57a91a4b491afa840d76a5b739dc7ea5fe9f32578f1768a729,,,.runtime/identities/orderer/osnadmin-client1-tls/msp/signcerts/cert.pem,501:20,0644,501:20,0600,0700,PASS,PASS,PASS
orderer,tls-registrar,CA registrar,M1 #9,orderer-tls-ca,25:D0:A6:EF:0B:CF:77:F1:E7:FF:85:85:70:8D:88:3F:79:CC:CA:81:FE:86:6A:AB:D9:13:E8:49:B7:D0:36:D4,"CN=orderer-tls-ca,OU=orderer tls CA,O=SupplyLedger Lab,C=CN","CN=orderer-tls-registrar,OU=client,O=Hyperledger,ST=North Carolina,C=US",4BE9239E41D04A84B87917139487B64EBFDFA7DF,8C:71:0C:43:20:23:B8:C9:82:B7:46:4D:2D:B6:02:6D:1B:D7:5F:7D,D0:B8:7F:D6:49:AF:A8:C7:34:98:C9:CC:4E:9D:DE:38:01:BA:95:91,DNS:fd4c166bb58e,"Digital Signature, Key Encipherment, Key Agreement","TLS Web Server Authentication, TLS Web Client Authentication",2026-09-24 12:20:00Z,2027-09-24 12:34:00Z,45:26:85:12:F8:BB:6A:96:D4:13:58:CB:49:01:71:B5:8C:1E:6F:67:F5:C6:48:AC:EA:F1:48:90:7A:40:00:F4,824fdba6d57b22da3529d9c8990e83f94c3aa03c1bc197515407ac97042c75f7,,,.runtime/identities/orderer/tls-registrar/msp/signcerts/cert.pem,501:20,0644,501:20,0600,0700,PASS,PASS,PASS
seller,enroll-registrar,CA registrar,M1 #9,seller-enroll-ca,0A:A6:8D:8B:A6:4B:99:9B:E7:ED:EC:6F:D9:C9:AF:B2:E7:B9:C7:50:B6:CD:7A:CA:76:93:48:6F:E6:D1:22:E4,"CN=seller-enroll-ca,OU=seller enroll CA,O=SupplyLedger Lab,C=CN","CN=seller-enroll-registrar,OU=client,O=Hyperledger,ST=North Carolina,C=US",2F66172A0A5A2B8785EABAA51B65848905BA85BC,60:69:C9:EF:A8:5C:4F:FD:84:66:AC:BE:F0:90:4F:2A:24:04:EC:B1,FF:58:49:8C:55:52:86:7C:97:06:67:BB:F0:83:32:CE:24:2B:57:AB,DNS:92197dc97293,Digital Signature,ABSENT,2026-09-24 12:17:00Z,2027-09-24 12:22:00Z,9D:8B:03:43:A5:99:56:25:1D:C9:84:BD:72:9A:B8:B5:C9:D9:93:D2:57:B2:25:C3:5D:C2:5E:CE:D7:CA:BA:D3,b0490c775ab5518cb4f79fa69194f6da5f010963d479165cdf3240289d321b1b,,,.runtime/identities/seller/enroll-registrar/msp/signcerts/cert.pem,501:20,0644,501:20,0600,0700,PASS,PASS,PASS
seller,enroll-server-tls,Enrollment CA HTTPS server,M1 #9,seller-tls-ca,24:55:D7:35:B3:B8:A6:F5:76:AB:73:38:B6:58:05:74:AD:C5:50:6E:25:95:08:D0:8A:18:EC:B6:BD:5C:DF:77,"CN=seller-tls-ca,OU=seller tls CA,O=SupplyLedger Lab,C=CN","CN=seller-enroll-server-tls,OU=client,O=Hyperledger,ST=North Carolina,C=US",1DEA91D7CF55CDA6C78BD154F430138C8AF9DBC3,79:D0:A6:6A:4C:73:1C:EF:1E:59:6E:83:4F:40:35:34:FA:29:51:A5,B6:44:73:02:15:6D:69:55:60:4F:55:9E:DF:A6:C5:46:97:1F:6A:79,DNS:ca-enroll.seller.supply.test,"Digital Signature, Key Encipherment, Key Agreement","TLS Web Server Authentication, TLS Web Client Authentication",2026-09-24 12:10:00Z,2027-09-24 12:21:00Z,4D:A7:49:CF:B9:F6:75:58:53:D1:9F:94:A5:A9:3F:75:71:FA:C7:76:74:02:02:F4:AF:12:46:FC:99:29:43:90,3865fcc587bd1185bc68750c8ce23c811576e40c633aa60e2de99b5fb84804c2,,,.runtime/identities/seller/enroll-server-tls/msp/signcerts/cert.pem,501:20,0644,501:20,0600,0700,PASS,PASS,PASS
seller,operator1,business user ECert,M1 #9,seller-enroll-ca,0A:A6:8D:8B:A6:4B:99:9B:E7:ED:EC:6F:D9:C9:AF:B2:E7:B9:C7:50:B6:CD:7A:CA:76:93:48:6F:E6:D1:22:E4,"CN=seller-enroll-ca,OU=seller enroll CA,O=SupplyLedger Lab,C=CN","CN=seller-operator1,OU=client,O=Hyperledger,ST=North Carolina,C=US",4FBE84265FCF88A6776A0683018BFF50ECECEFD3,60:69:C9:EF:A8:5C:4F:FD:84:66:AC:BE:F0:90:4F:2A:24:04:EC:B1,40:80:F5:92:14:8F:50:DE:C3:3E:D5:93:C2:18:FB:63:EB:E2:90:55,DNS:e5f658b80aa8,Digital Signature,ABSENT,2026-09-24 12:17:00Z,2027-09-24 12:23:00Z,00:C9:C2:30:2B:42:E3:36:68:97:74:A0:A0:89:DB:C0:83:CE:3D:56:53:5E:56:BD:CB:30:D0:5B:44:58:56:50,7d7f66976b7358b63fda7316c879f70d8795ae7eec713813c14808fb1ee5ae75,seller.operator1,operator,.runtime/identities/seller/operator1/msp/signcerts/cert.pem,501:20,0644,501:20,0600,0700,PASS,PASS,PASS
seller,seller-admin1,organization admin ECert,M1 #10,seller-enroll-ca,0A:A6:8D:8B:A6:4B:99:9B:E7:ED:EC:6F:D9:C9:AF:B2:E7:B9:C7:50:B6:CD:7A:CA:76:93:48:6F:E6:D1:22:E4,"CN=seller-enroll-ca,OU=seller enroll CA,O=SupplyLedger Lab,C=CN","CN=seller-admin1,OU=admin,O=Hyperledger,ST=North Carolina,C=US",73B19A38FE7856BB73FA4A007512D4F649387DCB,60:69:C9:EF:A8:5C:4F:FD:84:66:AC:BE:F0:90:4F:2A:24:04:EC:B1,74:D8:E6:3B:17:5B:7F:19:F2:0E:25:63:F1:7C:58:40:91:1F:00:67,DNS:f519b1691efd,Digital Signature,ABSENT,2026-09-24 12:17:00Z,2027-09-24 13:26:00Z,05:42:F4:79:3E:F8:37:01:80:EF:18:DD:BD:0D:B5:AD:6E:78:C4:68:55:DC:4E:55:64:14:D7:10:D9:19:98:84,c8b0dd0c31a6555aaa35a02e812fc2642c136e7df10fc4710d683331cc4abd9a,,,.runtime/identities/seller/seller-admin1/msp/signcerts/cert.pem,501:20,0644,501:20,0600,0700,PASS,PASS,PASS
seller,seller-client1,attribute-free client ECert,M1 #10,seller-enroll-ca,0A:A6:8D:8B:A6:4B:99:9B:E7:ED:EC:6F:D9:C9:AF:B2:E7:B9:C7:50:B6:CD:7A:CA:76:93:48:6F:E6:D1:22:E4,"CN=seller-enroll-ca,OU=seller enroll CA,O=SupplyLedger Lab,C=CN","CN=seller-client1,OU=client,O=Hyperledger,ST=North Carolina,C=US",01E2F609B7554FACCE87CC69CA6DB672923C11BB,60:69:C9:EF:A8:5C:4F:FD:84:66:AC:BE:F0:90:4F:2A:24:04:EC:B1,62:A0:F8:C5:A7:6F:7E:6C:7E:8E:A3:BC:D8:0C:8B:11:8E:AD:85:B3,DNS:04a1bc0d5cf1,Digital Signature,ABSENT,2026-09-24 12:17:00Z,2027-09-24 13:26:00Z,C1:A4:13:F6:72:A1:23:74:D9:52:CF:03:63:E7:99:89:95:CC:EE:8F:30:1B:52:9C:D9:AA:3D:E3:F6:87:97:A6,5f056385188da9c4e1c836153c217abff7d8ad17d2fd68b2c0c7484b08b2eaec,,,.runtime/identities/seller/seller-client1/msp/signcerts/cert.pem,501:20,0644,501:20,0600,0700,PASS,PASS,PASS
seller,seller-peer0,Peer node ECert,M1 #10,seller-enroll-ca,0A:A6:8D:8B:A6:4B:99:9B:E7:ED:EC:6F:D9:C9:AF:B2:E7:B9:C7:50:B6:CD:7A:CA:76:93:48:6F:E6:D1:22:E4,"CN=seller-enroll-ca,OU=seller enroll CA,O=SupplyLedger Lab,C=CN","CN=seller-peer0,OU=peer,O=Hyperledger,ST=North Carolina,C=US",7BF81BEFCDB97741D3410E836BC2253FB9C1A777,60:69:C9:EF:A8:5C:4F:FD:84:66:AC:BE:F0:90:4F:2A:24:04:EC:B1,A9:D7:FC:AB:C4:81:E5:AE:B1:1D:98:5A:5C:03:D5:B2:94:D8:F0:CD,DNS:3d1702fdb2bf,Digital Signature,ABSENT,2026-09-24 12:17:00Z,2027-09-24 13:27:00Z,D4:7F:DF:B9:4A:68:DC:C0:6D:A0:17:6E:3C:73:05:0C:F3:8A:C5:B1:B8:C0:32:80:02:1A:93:11:AB:42:78:AE,ae60a7807b5ebb501161431c69abfc77e07de09cfb27caf24cf15bc7650c480a,,,.runtime/identities/seller/seller-peer0/msp/signcerts/cert.pem,501:20,0644,501:20,0600,0700,PASS,PASS,PASS
seller,seller-peer0-tls,Peer TLS node,M1 #10,seller-tls-ca,24:55:D7:35:B3:B8:A6:F5:76:AB:73:38:B6:58:05:74:AD:C5:50:6E:25:95:08:D0:8A:18:EC:B6:BD:5C:DF:77,"CN=seller-tls-ca,OU=seller tls CA,O=SupplyLedger Lab,C=CN","CN=seller-peer0-tls,OU=peer,O=Hyperledger,ST=North Carolina,C=US",751DA16B155354CC7BF5A3F40A3B2EC7FF75D4ED,79:D0:A6:6A:4C:73:1C:EF:1E:59:6E:83:4F:40:35:34:FA:29:51:A5,64:EC:BB:19:E0:7E:7D:54:EB:33:59:DB:57:D6:89:06:1C:08:46:0A,DNS:peer0.seller.supply.test,"Digital Signature, Key Encipherment, Key Agreement","TLS Web Server Authentication, TLS Web Client Authentication",2026-09-24 12:10:00Z,2027-09-24 13:27:00Z,82:77:22:9C:8A:DF:0B:E5:82:95:53:ED:3F:41:73:74:20:DC:70:2B:AA:78:FE:CA:24:E8:15:E7:86:A2:58:B5,7d51a97ba4bbac8f2eddccb72ee7e1e7c2b4c31eb3a701604ac4d31912150aac,,,.runtime/identities/seller/seller-peer0-tls/msp/signcerts/cert.pem,501:20,0644,501:20,0600,0700,PASS,PASS,PASS
seller,seller-quality1,business user ECert,M1 #10,seller-enroll-ca,0A:A6:8D:8B:A6:4B:99:9B:E7:ED:EC:6F:D9:C9:AF:B2:E7:B9:C7:50:B6:CD:7A:CA:76:93:48:6F:E6:D1:22:E4,"CN=seller-enroll-ca,OU=seller enroll CA,O=SupplyLedger Lab,C=CN","CN=seller-quality1,OU=client,O=Hyperledger,ST=North Carolina,C=US",4CC07B3ADB510556A8A3F4D9AD1E31705F83DA8C,60:69:C9:EF:A8:5C:4F:FD:84:66:AC:BE:F0:90:4F:2A:24:04:EC:B1,31:B0:09:94:9F:CB:20:FF:6B:BE:9F:DC:BB:C2:A5:5F:33:76:BC:61,DNS:be320ef0eec7,Digital Signature,ABSENT,2026-09-24 12:17:00Z,2027-09-24 13:25:00Z,70:E7:CC:84:28:AD:A3:98:F9:C8:16:D5:31:B9:40:97:F7:AF:26:38:0B:46:7A:CE:76:33:1E:FF:EC:93:21:D5,5880895508ac8832dbbd8ac3937076f5d784d6e358b90c40b8926e0b53552d4d,seller.quality1,quality,.runtime/identities/seller/seller-quality1/msp/signcerts/cert.pem,501:20,0644,501:20,0600,0700,PASS,PASS,PASS
seller,tls-registrar,CA registrar,M1 #9,seller-tls-ca,24:55:D7:35:B3:B8:A6:F5:76:AB:73:38:B6:58:05:74:AD:C5:50:6E:25:95:08:D0:8A:18:EC:B6:BD:5C:DF:77,"CN=seller-tls-ca,OU=seller tls CA,O=SupplyLedger Lab,C=CN","CN=seller-tls-registrar,OU=client,O=Hyperledger,ST=North Carolina,C=US",77B6E67EB0ED1A4A415B6095D9EFC11B29308FCE,79:D0:A6:6A:4C:73:1C:EF:1E:59:6E:83:4F:40:35:34:FA:29:51:A5,F2:E3:0A:8F:6D:1B:0F:28:53:37:E6:19:C7:78:93:D7:7D:4A:9C:86,DNS:2e6c0a78696a,"Digital Signature, Key Encipherment, Key Agreement","TLS Web Server Authentication, TLS Web Client Authentication",2026-09-24 12:10:00Z,2027-09-24 12:19:00Z,67:15:55:08:C6:2B:0A:AF:F2:C1:30:3C:F3:78:56:9E:E3:F2:FB:E0:6E:06:8C:0F:33:DF:5D:29:D4:39:CA:C9,09888555a98bc506de6edf08ac152ca96656f8449f370e5e4aee117752179c85,,,.runtime/identities/seller/tls-registrar/msp/signcerts/cert.pem,501:20,0644,501:20,0600,0700,PASS,PASS,PASS
